,Main food description,WWEIA Category description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),"Iron
(mg)","Zinc
(mg)",Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"4:0
(g)","6:0
(g)","8:0
(g)","10:0
(g)","12:0
(g)","14:0
(g)","16:0
(g)","18:0
(g)","16:1
(g)","18:1
(g)","20:1
(g)","22:1
(g)","18:2
(g)","18:3
(g)","18:4
(g)","20:4
(g)","20:5 n-3
(g)","22:5 n-3
(g)","22:6 n-3
(g)","Water
(g)",Kosher_Status,Halal_Status,Hinduism_Status,Buddhism_Status,Rastafarianism_Status,Diabetic_Status,Low_Sodium_Status,Low_Fat_Status,Low_Cholesterol_Status,Fructose_Intolerance_Status,Nightshade_Sensitivity_Status,Histamine_Intolerance_Status,Vegan_Status,Vegetarian_Status,Pescatarian_Status,Raw_Food_Diet_Status,Paleo_Status,Keto_Status,Lactose_Intolerance_Status,Gluten_Intolerance_Status,Nut_Allergy_Status,Shellfish_Allergy_Status,Fish_Allergy_Status,Soy_Allergy_Status
235,"Fish, cod, NFS",Fish,217,13.52,11.72,0.2,0.5,12.48,1.727,5.104,4.749,42,4,4,0,0,0,0,10,0.167,0.106,1.859,0.093,20,9,43,29,56.3,1.38,0.0,0.0,0.4,2.66,0.0,12.0,21,237,20,1.02,0.38,0.042,20.5,203,426,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,1.237,0.38,0.047,4.949,0.083,0.001,4.109,0.519,0.0,0.006,0.026,0.003,0.073,60.96,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
236,"Fish, cod, grilled",Fish,108,19.36,0.0,0.0,0.0,2.79,0.701,0.897,0.858,61,12,12,0,4,0,0,0,0.036,0.054,1.388,0.148,0,8,8,8,82.6,2.26,0.0,0.0,0.7,1.02,0.0,1.9,11,356,25,0.2,0.39,0.024,29.0,298,346,0,0,0.0,0.016,0.011,0.007,0.015,0.019,0.061,0.397,0.148,0.018,0.828,0.017,0.001,0.6,0.074,0.0,0.011,0.043,0.005,0.122,76.84,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
237,"Fish, cod, fried",Fish,217,13.52,11.72,0.2,0.5,12.48,1.727,5.104,4.749,42,4,4,0,0,0,0,10,0.167,0.106,1.859,0.093,20,9,43,29,56.3,1.38,0.0,0.0,0.4,2.66,0.0,12.0,21,237,20,1.02,0.38,0.042,20.5,203,426,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,1.237,0.38,0.047,4.949,0.083,0.001,4.109,0.519,0.0,0.006,0.026,0.003,0.073,60.96,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
238,"Fish, cod, steamed",Fish,87,19.29,0.0,0.0,0.0,0.52,0.107,0.092,0.207,59,2,2,0,0,0,0,0,0.035,0.054,1.383,0.133,0,8,8,8,82.1,2.25,0.0,0.0,0.6,0.68,0.0,0.0,10,355,25,0.2,0.39,0.024,28.9,297,235,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.072,0.027,0.005,0.053,0.006,0.001,0.021,0.001,0.0,0.01,0.043,0.005,0.121,79.47,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
239,"Fish, croaker",Fish,189,19.92,7.79,0.14,0.3,8.17,2.393,2.875,1.875,72,32,33,0,9,0,0,7,0.163,0.143,5.082,0.32,13,17,39,30,75.1,2.37,0.0,0.0,0.8,2.05,0.0,4.0,26,236,45,0.97,0.54,0.062,40.3,378,322,0,0,0.0,0.032,0.022,0.013,0.03,0.036,0.165,1.572,0.473,0.514,2.229,0.111,0.0,1.284,0.159,0.012,0.098,0.129,0.091,0.102,62.29,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
240,"Fish, eel",Fish,273,20.61,7.79,0.14,0.3,17.07,3.723,9.204,2.381,140,950,951,0,9,0,0,7,0.23,0.089,4.349,0.101,13,17,39,30,73.0,2.85,0.0,1.5,24.5,4.89,0.0,3.9,31,242,24,1.11,1.8,0.042,8.9,302,317,0,0,0.0,0.032,0.022,0.013,0.03,0.036,0.722,2.357,0.461,1.342,4.512,3.164,0.0,1.441,0.602,0.0,0.101,0.088,0.078,0.066,52.05,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
241,"Fish, flounder, NFS",Fish,128,15.42,0.01,0.01,0.0,6.93,1.734,2.274,1.766,60,30,31,0,9,0,0,0,0.023,0.024,1.292,0.139,0,6,6,6,81.1,1.26,0.0,0.0,3.5,1.46,0.0,3.9,27,313,22,0.23,0.4,0.024,33.0,199,316,0,0,0.0,0.032,0.022,0.013,0.034,0.043,0.222,0.999,0.308,0.137,1.994,0.096,0.001,1.212,0.166,0.015,0.02,0.17,0.035,0.134,75.8,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
242,"Fish, haddock, NFS",Fish,217,14.31,11.72,0.2,0.5,12.51,1.733,5.092,4.748,47,14,14,0,0,0,0,10,0.158,0.114,3.581,0.205,20,13,46,32,56.3,1.28,0.0,0.0,0.4,2.59,0.0,12.0,23,196,21,1.02,0.39,0.043,22.8,242,395,0,0,0.0,0.001,0.0,0.0,0.001,0.001,0.009,1.241,0.379,0.047,4.946,0.083,0.002,4.107,0.52,0.002,0.007,0.032,0.004,0.068,60.54,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
243,"Fish, halibut",Fish,175,20.73,7.79,0.14,0.3,6.24,1.559,2.164,1.693,59,39,40,0,9,0,0,7,0.141,0.079,7.506,0.554,13,14,37,27,69.7,1.05,0.0,0.0,5.0,1.34,0.0,3.9,18,263,27,0.75,0.48,0.042,49.8,473,334,0,0,0.0,0.032,0.022,0.013,0.03,0.041,0.165,0.878,0.317,0.099,1.848,0.16,0.015,1.271,0.161,0.008,0.016,0.07,0.017,0.134,64.71,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
244,"Fish, herring",Fish,245,20.1,7.79,0.14,0.3,14.32,3.39,5.585,3.624,71,46,47,0,9,0,0,7,0.179,0.281,4.052,0.322,13,13,35,26,73.0,12.91,0.0,0.6,4.5,1.82,0.0,4.0,70,263,37,1.74,1.14,0.115,40.3,359,357,0,0,0.0,0.032,0.022,0.013,0.036,0.048,0.695,2.113,0.375,0.679,3.196,0.777,0.88,1.372,0.257,0.224,0.065,0.743,0.058,0.903,56.02,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
245,"Fish, pickled",Fish,262,14.19,9.64,7.71,0.0,18.0,2.381,11.947,1.679,13,258,258,0,0,0,0,0,0.036,0.139,3.3,0.17,0,2,2,2,104.1,4.27,0.0,0.0,2.8,1.71,0.0,0.2,77,89,8,1.22,0.53,0.105,58.5,69,870,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.721,1.555,0.105,1.383,1.75,3.648,5.166,0.211,0.0,0.0,0.0,0.843,0.079,0.546,55.22,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
246,"Fish, mackerel, NFS",Fish,237,24.94,0.01,0.01,0.0,14.33,3.977,4.874,3.71,62,40,40,0,9,0,0,0,0.117,0.497,10.332,0.398,0,2,2,2,83.5,4.92,0.0,2.0,11.3,1.92,0.0,3.9,29,156,35,1.45,0.83,0.116,45.3,505,322,0,0,0.0,0.032,0.022,0.013,0.03,0.047,0.536,2.373,0.79,0.609,3.198,0.425,0.602,1.3,0.207,0.155,0.102,0.632,0.153,1.157,57.82,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
247,"Fish, mullet",Fish,202,21.56,7.79,0.14,0.3,8.82,2.422,2.8,2.138,59,54,55,0,9,0,0,7,0.177,0.128,6.13,0.438,13,12,34,25,78.5,0.22,0.0,1.0,1.6,1.74,0.0,4.0,53,247,34,1.66,0.64,0.072,40.3,391,331,0,0,0.0,0.032,0.022,0.013,0.03,0.039,0.371,1.479,0.365,0.618,1.915,0.045,0.033,1.328,0.176,0.086,0.102,0.228,0.104,0.113,61.22,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
248,"Fish, perch, NFS",Fish,224,13.56,11.72,0.2,0.5,13.34,1.87,5.41,4.855,46,10,11,0,0,0,0,10,0.171,0.108,1.791,0.063,20,11,44,30,56.3,1.05,0.0,0.0,1.0,2.82,0.0,12.0,36,212,22,1.06,0.37,0.043,24.9,167,400,0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.052,1.311,0.399,0.103,5.06,0.195,0.022,4.12,0.531,0.006,0.007,0.047,0.008,0.116,60.29,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
249,"Fish, pike",Fish,172,21.47,7.79,0.14,0.3,5.58,1.376,1.835,1.601,49,40,41,0,9,0,0,7,0.148,0.112,3.092,0.148,13,17,39,30,73.0,1.9,0.0,3.2,2.7,0.9,0.0,4.0,70,246,36,1.16,0.8,0.072,15.3,288,304,0,0,0.0,0.032,0.022,0.013,0.03,0.037,0.133,0.778,0.279,0.086,1.69,0.035,0.005,1.269,0.172,0.0,0.031,0.035,0.015,0.078,63.22,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
250,"Fish, pompano, NFS",Fish,244,22.96,0.01,0.01,0.0,16.3,5.544,4.821,2.713,66,62,62,0,9,0,0,0,0.591,0.142,3.726,0.253,0,17,17,17,64.4,1.45,0.0,0.0,13.7,0.9,0.0,3.9,28,243,34,0.75,0.9,0.047,45.3,474,296,0,0,0.0,0.032,0.022,0.013,0.03,0.036,0.623,3.402,1.266,0.724,4.061,0.021,0.0,1.307,0.145,0.0,0.307,0.218,0.251,0.488,59.03,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
251,"Fish, snapper",Fish,185,22.78,7.79,0.14,0.3,6.26,1.551,1.934,1.87,47,50,51,0,9,0,0,7,0.138,0.052,0.979,0.415,13,8,30,21,73.0,2.85,0.0,1.3,10.8,1.7,0.0,4.0,44,223,37,0.78,0.48,0.048,42.1,454,330,0,0,0.0,0.032,0.022,0.013,0.03,0.036,0.152,0.866,0.345,0.09,1.781,0.043,0.0,1.256,0.154,0.01,0.053,0.054,0.069,0.272,61.07,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
252,"Fish, salmon, raw",Fish,188,20.44,0.0,0.0,0.0,11.16,2.49,3.165,3.117,53,52,52,0,0,0,0,0,0.175,0.143,8.503,0.63,0,20,20,20,82.5,3.46,0.0,2.9,11.0,2.76,0.0,0.5,8,245,27,0.35,0.37,0.05,25.8,364,63,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.468,1.526,0.397,0.638,2.194,0.311,0.012,0.695,0.137,0.109,0.073,0.692,0.306,0.911,67.55,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
253,"Fish, salmon, NFS",Fish,274,25.4,0.01,0.01,0.0,18.4,4.279,5.539,5.172,69,75,75,0,9,0,0,0,0.185,0.168,10.559,0.733,0,23,23,23,102.9,3.87,0.0,2.9,13.7,4.11,0.0,4.3,11,305,34,0.44,0.46,0.062,32.1,452,294,0,0,0.0,0.032,0.022,0.013,0.03,0.037,0.695,2.543,0.735,0.818,4.273,0.407,0.015,2.02,0.315,0.135,0.092,0.86,0.381,1.132,54.59,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
254,"Fish, bass, NFS",Fish,161,22.9,0.01,0.01,0.0,7.02,1.821,2.136,2.224,55,68,69,0,9,0,0,0,0.116,0.142,1.987,0.476,0,6,6,6,75.9,0.34,0.0,0.0,7.0,1.72,0.0,3.9,13,241,51,0.36,0.5,0.024,45.3,319,300,0,0,0.0,0.032,0.022,0.013,0.03,0.036,0.175,1.048,0.414,0.187,1.914,0.021,0.0,1.186,0.145,0.057,0.002,0.2,0.095,0.539,67.91,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
255,"Fish, shark",Fish,216,23.27,7.79,0.14,0.3,9.58,2.222,3.565,2.641,61,84,84,0,9,0,0,7,0.134,0.111,3.76,0.415,13,6,28,19,73.0,1.42,0.0,0.0,0.7,1.74,0.0,4.0,46,236,55,1.47,0.55,0.053,40.3,184,346,0,0,0.0,0.032,0.022,0.013,0.03,0.036,0.198,1.457,0.383,0.293,2.633,0.3,0.325,1.315,0.179,0.033,0.115,0.331,0.115,0.552,57.62,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
256,"Fish, swordfish",Fish,231,21.89,7.79,0.14,0.3,11.82,2.944,4.818,2.593,77,53,54,0,9,0,0,7,0.163,0.102,8.812,0.55,13,5,27,18,73.0,1.62,0.0,0.0,14.6,2.81,0.0,4.0,15,283,34,0.98,0.79,0.059,62.2,455,348,0,0,0.0,0.032,0.022,0.013,0.03,0.043,0.271,1.765,0.619,0.277,3.961,0.418,0.134,1.314,0.179,0.006,0.075,0.114,0.148,0.679,57.41,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
257,"Fish, trout, NFS",Fish,271,17.08,11.72,0.2,0.5,16.87,2.714,6.553,5.77,51,57,57,0,0,0,0,10,0.223,0.138,5.259,0.245,20,12,45,32,56.3,2.97,0.0,1.8,12.1,4.03,0.0,12.0,34,195,24,1.13,0.49,0.062,21.1,311,382,0,0,0.0,0.0,0.0,0.0,0.0,0.003,0.145,1.899,0.538,0.303,5.962,0.248,0.014,4.47,0.569,0.001,0.033,0.165,0.069,0.392,53.25,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
258,"Fish, tuna, raw",Fish,109,24.4,0.0,0.0,0.0,0.49,0.172,0.116,0.147,39,18,18,0,0,0,0,0,0.118,0.115,18.475,0.933,0,2,2,2,65.0,2.08,0.0,0.0,1.7,0.24,0.0,0.1,4,278,35,0.77,0.37,0.036,90.6,441,45,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.106,0.045,0.011,0.083,0.008,0.001,0.019,0.002,0.0,0.015,0.012,0.004,0.088,74.03,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
259,"Fish, tuna, NFS",Fish,85,19.0,0.08,0.0,0.0,0.94,0.224,0.114,0.259,36,17,17,0,0,0,0,0,0.03,0.082,9.92,0.32,0,4,4,4,29.3,2.57,0.0,0.0,1.2,0.33,0.0,0.2,18,137,23,1.67,0.66,0.048,67.8,176,219,0,0,0.0,0.001,0.0,0.0,0.002,0.0,0.011,0.134,0.054,0.017,0.087,0.004,0.0,0.013,0.002,0.002,0.022,0.025,0.004,0.197,79.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
260,"Fish, whiting, NFS",Fish,233,15.84,11.72,0.2,0.5,13.17,1.85,5.261,4.945,57,22,22,0,0,0,0,10,0.181,0.106,2.015,0.119,20,14,47,33,56.3,1.6,0.0,0.0,1.1,2.47,0.0,12.0,51,192,21,1.15,0.82,0.051,27.5,214,398,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,1.314,0.388,0.107,5.04,0.102,0.003,4.111,0.544,0.031,0.06,0.071,0.014,0.1,58.17,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
261,"Fish, tilapia, NFS",Fish,160,24.95,0.01,0.01,0.0,6.65,1.913,2.228,1.752,66,19,20,0,9,0,0,0,0.043,0.075,4.847,0.21,0,27,27,27,53.2,1.77,0.0,0.0,3.9,1.18,0.0,5.5,13,212,34,0.7,0.41,0.093,51.9,376,280,0,0,0.0,0.032,0.022,0.013,0.03,0.036,0.179,1.175,0.375,0.148,2.02,0.046,0.0,1.353,0.185,0.004,0.03,0.007,0.054,0.107,67.67,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
262,Frog legs,Shellfish,220,14.38,11.72,0.2,0.5,12.4,1.72,5.089,4.702,44,14,14,0,0,0,0,10,0.236,0.254,1.894,0.095,20,13,46,33,56.3,0.28,0.0,0.0,0.2,3.01,0.0,12.0,28,135,20,2.03,0.91,0.218,13.8,241,387,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,1.235,0.38,0.051,4.951,0.079,0.0,4.111,0.526,0.0,0.024,0.011,0.005,0.015,59.4,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
263,Octopus,Shellfish,226,13.25,13.39,0.2,0.5,12.96,1.835,5.172,4.806,43,35,35,0,0,0,0,10,0.165,0.102,2.544,0.259,20,14,47,33,56.3,12.95,0.0,3.0,0.0,3.16,0.0,12.0,55,164,28,4.92,1.43,0.358,37.2,290,518,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.306,0.402,0.095,4.964,0.097,0.008,4.103,0.518,0.021,0.03,0.058,0.005,0.062,58.15,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
264,Caviar,Fish,264,24.6,4.0,0.0,0.0,17.9,4.06,4.631,7.405,588,271,271,0,0,0,0,648,0.19,0.62,0.12,0.32,0,50,50,50,490.9,20.0,0.0,0.0,2.9,1.89,0.0,0.6,275,356,300,11.88,0.95,0.11,65.5,181,1500,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,3.555,0.293,1.043,3.165,0.309,0.114,0.081,0.017,0.033,0.505,2.741,0.229,3.8,47.5,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
265,"Calamari, cooked",Shellfish,155,19.36,3.83,0.01,0.0,6.25,1.631,1.742,1.952,293,31,32,0,9,0,0,0,0.021,0.486,2.566,0.092,0,5,5,5,81.1,1.37,0.0,4.7,0.0,2.17,0.0,3.7,40,275,41,0.85,1.9,2.348,55.6,306,270,0,0,0.0,0.032,0.022,0.013,0.03,0.036,0.158,0.975,0.315,0.035,1.606,0.076,0.009,1.159,0.149,0.008,0.013,0.182,0.006,0.425,68.25,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0
266,"Calamari, fried",Shellfish,234,13.76,14.06,0.2,0.5,13.22,1.935,5.13,5.023,183,10,10,0,0,0,0,10,0.158,0.371,2.598,0.051,20,8,41,27,56.3,0.86,0.0,2.9,0.0,3.16,0.0,12.0,39,191,30,1.41,1.31,1.465,37.2,211,377,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,1.393,0.408,0.051,4.952,0.112,0.005,4.097,0.521,0.005,0.007,0.111,0.003,0.26,56.86,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
267,Turtle,Shellfish,157,24.59,0.0,0.0,0.0,5.8,0.849,2.302,2.198,62,35,35,0,0,0,0,0,0.127,0.177,1.298,0.134,0,14,14,14,80.7,1.06,0.0,0.0,0.0,1.6,0.0,5.3,147,224,25,1.75,1.24,0.31,20.9,286,285,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.608,0.192,0.037,2.227,0.035,0.0,1.8,0.247,0.0,0.065,0.029,0.015,0.041,67.61,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
268,"Shellfish, NFS",Shellfish,146,15.46,4.9,0.07,0.2,6.67,1.234,2.416,2.296,140,63,63,0,3,0,0,3,0.067,0.04,2.181,0.172,7,17,28,24,90.5,1.03,0.0,0.0,0.1,2.41,0.0,5.6,64,273,26,0.53,1.11,0.207,33.3,131,348,0,0,0.0,0.011,0.007,0.004,0.01,0.017,0.052,0.768,0.287,0.045,2.277,0.037,0.0,1.854,0.228,0.0,0.038,0.074,0.007,0.076,70.78,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
269,Abalone,Shellfish,177,21.24,7.46,0.0,0.0,6.12,0.877,2.326,2.116,106,2,2,0,0,0,0,0,0.201,0.118,1.77,0.168,0,5,5,5,80.7,0.77,0.0,2.0,0.0,5.95,0.0,33.8,39,236,60,3.97,1.02,0.243,55.6,310,574,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.624,0.175,0.043,2.245,0.035,0.0,1.768,0.226,0.007,0.0,0.061,0.051,0.0,62.72,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
270,"Clams, raw",Shellfish,86,14.67,3.57,0.0,0.0,0.96,0.187,0.12,0.192,30,90,90,0,0,0,0,0,0.015,0.04,0.35,0.01,0,5,5,5,65.0,11.28,0.0,0.0,0.0,0.68,0.0,0.2,39,198,19,1.62,0.51,0.053,30.6,46,56,0,0,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.11,0.05,0.02,0.06,0.007,0.0,0.042,0.015,0.001,0.011,0.043,0.007,0.064,78.98,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
271,"Clams, NFS",Shellfish,143,16.14,6.74,0.05,0.1,5.2,0.912,1.792,1.686,34,98,98,0,2,0,0,2,0.05,0.059,0.616,0.02,5,5,14,10,71.2,10.66,0.0,0.0,0.0,1.46,0.0,4.1,45,217,21,1.95,0.58,0.064,33.4,55,199,0,0,0.0,0.008,0.006,0.003,0.008,0.013,0.039,0.578,0.205,0.039,1.681,0.032,0.0,1.358,0.182,0.001,0.012,0.046,0.008,0.068,69.59,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
272,"Clams, fried",Shellfish,230,13.07,14.43,0.2,0.5,12.9,1.805,5.14,4.77,29,68,68,0,0,0,0,10,0.155,0.102,1.28,0.019,20,8,41,27,56.3,7.31,0.0,0.0,0.0,2.76,0.0,12.1,44,174,19,2.13,0.54,0.068,26.4,59,386,0,0,0.0,0.0,0.0,0.0,0.0,0.003,0.013,1.277,0.402,0.06,4.963,0.084,0.0,4.128,0.53,0.001,0.009,0.033,0.005,0.049,57.18,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
273,"Clams, canned",Shellfish,108,18.34,4.46,0.0,0.0,1.2,0.234,0.15,0.24,38,101,101,0,0,0,0,0,0.018,0.048,0.394,0.011,0,5,5,5,81.2,12.69,0.0,0.0,0.0,0.85,0.0,0.2,49,186,24,1.82,0.64,0.056,38.2,52,70,0,0,0.0,0.0,0.0,0.0,0.0,0.005,0.01,0.137,0.062,0.025,0.075,0.009,0.0,0.053,0.019,0.001,0.014,0.054,0.009,0.08,73.72,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
274,Crab,Shellfish,83,17.88,0.0,0.0,0.0,0.74,0.201,0.129,0.258,97,1,1,0,0,0,0,0,0.023,0.093,2.747,0.156,0,51,51,51,80.9,3.33,0.0,3.3,0.0,1.84,0.0,0.3,91,234,36,0.5,3.81,0.814,42.9,259,395,0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.098,0.072,0.027,0.092,0.006,0.0,0.02,0.009,0.002,0.037,0.101,0.009,0.067,79.69,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
275,"Crab, canned",Shellfish,83,17.88,0.0,0.0,0.0,0.74,0.201,0.129,0.258,97,1,1,0,0,0,0,0,0.023,0.093,2.747,0.156,0,51,51,51,80.9,3.33,0.0,3.3,0.0,1.84,0.0,0.3,91,234,36,0.5,3.81,0.814,42.9,259,563,0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.098,0.072,0.027,0.092,0.006,0.0,0.02,0.009,0.002,0.037,0.101,0.009,0.067,79.69,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
276,"Crayfish, fried",Shellfish,223,14.06,11.72,0.2,0.5,12.89,1.783,5.181,4.847,93,14,14,0,0,0,0,10,0.191,0.096,2.622,0.086,20,26,59,45,68.3,1.32,0.0,0.7,0.0,4.41,0.0,12.0,35,218,25,1.53,1.14,0.346,27.1,254,387,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,1.271,0.396,0.066,5.003,0.086,0.014,4.135,0.543,0.004,0.035,0.079,0.008,0.029,59.66,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
277,"Crayfish, cooked",Shellfish,97,20.22,0.0,0.0,0.0,1.2,0.201,0.22,0.371,144,19,19,0,0,0,0,0,0.075,0.038,2.655,0.123,0,35,35,35,102.4,2.15,0.0,1.2,0.0,3.61,0.0,0.1,34,324,34,1.06,1.65,0.53,40.0,382,73,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.129,0.053,0.035,0.143,0.013,0.023,0.066,0.041,0.006,0.057,0.132,0.013,0.048,77.52,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
278,Lobster,Shellfish,97,20.91,0.0,0.0,0.0,0.95,0.229,0.278,0.375,161,1,1,0,0,0,0,0,0.022,0.017,1.913,0.118,0,9,9,9,89.0,1.34,0.0,0.0,0.0,1.1,0.0,0.0,106,204,48,0.33,4.47,1.708,80.5,253,535,0,0,0.0,0.0,0.0,0.0,0.0,0.003,0.013,0.139,0.057,0.038,0.199,0.034,0.003,0.042,0.054,0.003,0.033,0.129,0.008,0.086,75.89,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
279,Mussels,Shellfish,109,15.06,4.67,0.0,0.0,2.84,0.538,0.642,0.767,35,58,58,0,0,0,0,0,0.172,0.253,1.924,0.057,0,40,40,40,82.3,12.91,0.0,8.1,0.0,0.7,0.0,0.1,33,249,43,5.0,2.02,0.119,56.7,405,362,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.372,0.086,0.175,0.259,0.175,0.033,0.023,0.025,0.044,0.089,0.238,0.028,0.32,75.42,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
